"","state","year","mortality_rate","aar_mortality","incidence_rate","aar_incidence","Female","avg_NO3_lg","avg_SO2_lg","avg_TSO4_lg","avg_TNH4_lg","avg_CA_lg","avg_K_lg","avg_MG_lg","avg_NA_lg","avg_CL_lg"
"60","Alaska",2018,0.000301400088713988,32.7,0.000460630324261001,44,1,-2.26347533274137,-1.55414876595383,-1.49832665633454,-2.56290145584424,-3.7998969660869,-4.24978453436808,-4.57095458106819,-3.11153170093965,-2.97638223734949
"61","Alaska",1999,0.000330744050470924,69.6,0.000448204554376486,85.6,0,-1.69110784912405,-0.619460415113738,-1.11351962714364,-2.23841962530323,NA,NA,NA,NA,NA
"62","Alaska",2000,0.000335642802155504,72.1,0.000471131639722864,93.2,0,-1.84349305191584,-1.03960608808856,-1.1458786144692,-2.29875405695446,-3.85600626869459,-3.28678411988574,-4.51772300653825,-2.95876261282925,NA
"63","Alaska",2001,0.000332180352598778,66.2,0.000487604187300958,89,0,-1.91141306517319,-0.95387951003128,-1.05651490977657,-2.31518894131278,-3.39208191123062,-4.42106450740064,-4.62537289330561,-3.08132128596052,NA
"64","Alaska",2002,0.000357675290949312,65.5,0.000498942002500721,88.9,0,-1.58750708379413,-0.987234337223385,-1.04504235701773,-2.08832705503704,-3.48578163656697,-4.01802475227178,-4.69463211557812,-3.43979828693603,NA
"65","Alaska",2003,0.000414455244796947,78.6,0.000515832786689725,92.4,0,-1.81586570377164,-0.921227899653972,-1.05638935592023,-2.18341635120536,-3.64451813041518,-4.33087735065533,-4.62008079872385,-3.39465880482257,-3.07971188734927
"66","Alaska",2004,0.000360197845255492,66.6,0.000547617862298999,94.4,0,-1.38738245287708,-0.934160384819561,-1.03566389830613,-1.76140607984188,-2.86519755397244,-3.32124602431478,-4.22748317485193,-3.22184899034762,-3.06947973377687
"67","Alaska",2005,0.000352574662019617,60.2,0.000494182518076676,79.4,0,-1.7095770405568,-0.714598705001682,-1.05652586310858,-1.95838182891604,-3.8026513145316,-3.87548710618218,-4.68625510324007,-3.41808924933237,-3.50393313988337
"68","Alaska",2006,0.000311267601611738,51.6,0.000568277547896659,88.3,0,-2.02912126954454,-0.489000181507705,-0.732511904082222,-2.09600143233417,-3.74858782914602,-4.22445324756912,-4.4614943442918,-3.15553287107771,-3.10043940794061
"69","Alaska",2007,0.000427565819652171,71,0.000563480782190609,87.1,0,-1.95316137576951,-0.676339228910578,-0.969189565462409,-2.19371344090403,-3.85820885261424,-4.31854636559524,-4.66214762073063,-3.44147865701276,-3.63271726283467
"70","Alaska",2008,0.000391014487086747,61.7,0.000513904754456867,80.9,0,-1.96866327574046,-0.708728315811104,-0.844988579145263,-2.12628793581748,-3.78672113735774,-4.18027247834005,-4.41861233196671,-2.98903775082732,-3.19524221737254
